subject,body,label
"localized software , all languages available .","hello , we would like to offer localized software versions ( german , french , spanish , uk , and many others ) .
just few examples :
- norton internet security pro 2005 - $ 29 . 95
- windows xp professional with sp 2 fuii version - $ 59 . 95
- corei draw graphics suite 12 - $ 49 . 95
- dreamweaver mx 2004 ( homesite 5 . 5 including ) - $ 39 . 95
- macromedia studio mx 2004 - $ 119 . 95
just browse our site and find any software you need in your native ianguage !
best reqards ,
valarie
",1
affordable pharmaceuticals . . . . darvocet . . . vallum . . . xnax . . . buspar few,"telegraph employing separate cutesy
004227 , ""
we are your your convenient , safe and private on ^ line source for fda
a . ppro ` ved prescriptions .
if you need x ^ an @ x , v @ | ium , vi ^ co ` din , s . oma , paxil or meridia we have it .
overnight sh ~ ipping
get it today : http : / / yihdqpq . haughtily 7 perception . info / 15
simple or - dering system
nope , not for me : http : / / bermuda . ashamed . gfg 4 sd . com / b . html
derrick presidential savonarola editorial canna seltzer embower physique impinge thin benefactor collaborate jab .",1
re : evergreen deals,"look at comments below .
julie
daren j farmer
12 / 20 / 99 01 : 43 pm
to : julie meyers / hou / ect @ ect
cc :
subject : evergreen deals
julie ,
i need to know if the following deals have evergreen provisions to roll into
jan 2000 .
cokinos / 9676 95912 - no this is a gtc firm contract , deal expires with
contract
cokinos / 6373 128952 - this is a gtc spot
coral / 4120 93883 - this is on a single transaction contract , we would need
to check with the trader
encina / 6392 93487 - yes , this is a committed reserve . i marked the
evergreen flag .
midcoast / 5097 92956 - no , gtc lst purchaser , deal expires with contract .
united o & m / 5053 93728 - no , this deal was moved to the wellhead portfolio
for january , but the deal was terminated per legal .
vintage / 2540 93750 - not the right deal number .
thanks .
d",0
important pain tolerancy medical tip,"pal - you are the hypochondriac
v . 1 ^ c . o ' d _ 1 , n 75 o m . gg
3 o p ! | ls 169 . oo
6 o pills 245 . 95
9 o p ! lls 319 . oo
0 . r . d . e . r now
same day shlpp 1 ng
to never agaln : http : / / bruckner . . com / please /
renew your membership
brady pendleton
pediatrician
embiosis pharmaceuticals , inc . , carlsbad , united states of america
phone : 687 - 198 - 6719
mobile : 447 - 754 - 2819
email : rqbrjtdzyg @ gala . net
this message is for confirmation
this product is a 16 minute usage product
notes :
the contents of this message is for usage and should not be clothesmen duluth
thorstein kissing cyst
time : tue , 11 jan 2005 13 : 53 : 13 - 0800",1
we sell regalis for an affordable price,"hi ,
regalis , also known as superviagra or cialis
- half a pill lasts all weekend
- has less sideeffects
- has higher success rate
now you can buy regalis , for over 70 % cheaper than the equivilent brand for sale in us
we ship world wide , and no prescription is required ! !
even if you ' re not impotent , regalis will increase size , pleasure and power !
try it today you wont regret !
get it here : http : / / 123 rxrocks . com / sup /
best regards ,
jeremy stones
no thanks : http : / / 123 rxrocks . com / rr . php",1
"google , yahoo , cade , etc . . .","caso
no consiga visualizar , clique aqui
",1
fw : pluto,"fyi . . this is to insure a smooth transition .
regards , mrha
- - - - - original message - - - - -
from : druzbik , lisa
sent : friday , june 22 , 2001 1 : 19 pm
to : josey , scott
cc : mrha , jean
subject : pluto
scott ,
it is my understanding that you will be taking the mariner / burlington pluto transaction into your portfolio in the 3 qol . i am available next week to train the appropriate person in your group on the deal background , current status , deal valuation , accounting , etc .
please advise .
thanks ,
lisa a . druzbik
3 - 9620",0
july 2000 first of the month availabilities,"hey guys ,
you may or may not be aware , but i am taking over coordinating changes with
devon from ami effective 7 / 1 / 2000 . these
are the first preliminary numbers from devon . i will send information for
the lst to all of you , but the changes will only go to
the pipes affected . if you have any suggestions as to how this can be
handled smoother , i would love to hear from you . also ,
if anyone else needs these volumes , please let me know .
thanks for your help .
beverly beaty
3 - 6357
- - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 06 / 26 / 2000 09 : 21
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital & trade resources corp .
from : "" steve holmes ""
06 / 22 / 2000 08 : 07 am
to : ,
cc :
subject : july 2000 first of the month availabilities
attached are volumes available for sale on devon ' s behalf for the month of
july 2000 . i have made a note next to volumes and pvr ' s that are estimated
and will furnish final volumes as soon as those are available .
please let me know of any questions you have .
thanks ,
steve holmes
devon energy corporation
( 405 ) 552 - 4665
steve . holmes @ dvn . com
- enronavailso 700 . xls",0
pharmacueticalproducts,"basicallystealing medscompared to regular prices .
justlook foryourself :
",1
re : var priorities,"vince
thanks for the quick response . agree on # 5 just bear in mind it says scope
not implement so it is more of a development of a project .
re ; mg i will keep tanya apprised of travel plans and give her the option to
be in or out as you two see fit .
ted
vince j kaminski
07 / 11 / 2000 03 : 57 pm
to : ted murphy / hou / ect @ ect
cc : tanya tamarchenko / hou / ect @ ect , vince j kaminski / hou / ect @ ect
subject : re : var priorities
ted ,
item # 5 will require help from it . my understanding is that currently we are
receiving the
positions aggregated to a daily level .
also , i talked to tanya about visiting mg in new york . she is leaving for
vacation on the 26 th of july
and can go for a day to nyc prior to this date .
i think that it makes a lot of sense for her to visit mg and to kick
the tires . i asked her to coordinate the trip with you : it makes sense
for both of you to go together . i may join you depending on my availability .
vince
from : ted murphy
07 / 11 / 2000 03 : 20 pm
to : vince j kaminski / hou / ect @ ect , john sherriff / lon / ect @ ect
cc :
subject : var priorities
vince / john ,
below is a brief summary of near - term projects for the enhancement of var and
the use of var . as you can tell some are not directly research issues ( some
require the guidance but not direct work product ) , and are very north
american wholesale - centric .
vince ,
i think that the only one in which progress requires your input to get kick
started is # 5 . all others are in progress with tanya / grant involved through
jeff shankman ' s regular meeting .
we would like to get your input as to your priorities ( we were thinking top
5 ? ) and then start knocking some of them out . it is not meant to be
exhaustive and is focused on fixes as opposed to overhauls .
thanks
ted
- - - - - - - - - - - - - - - - - - - - - - forwarded by ted murphy / hou / ect on 07 / 11 / 2000 03 : 10 pm
- - - - - - - - - - - - - - - - - - - - - - - - - - -
from : ted murphy
06 / 28 / 2000 07 : 45 am
to : rick buy
cc :
subject : var priorities
rick ,
this is my initial attempt to summarize our meeting with john . the next
steps would be to solicit feedback from other interested parties and scope
the resources and responsibilities .
ted
rick buy , john lavorato and i met to discuss priorities as it relates to the
calculation of var . we are making the following recommendations
1 ) inclusion of monthly index positions into var calculations as the
indicies set in north american natural gas
2 ) development of a methodology to re - run correlations ( factor loadings )
including criteria , responsibilities and acceptance / rejection criteria
3 ) development of process by which to analyze the output of factor loading
process . database to store output and management reports .
4 ) finalize debate on the calculation of forward / forward volatility
5 ) scope a project to analyze the possibility of calculating hourly
volatility for power .
it was further recommended that we continue to not include unpriced index
positions in var calculation .",0
software,"microsoft windows xp professiownal 2002
retail price : $ 270 . 99 our low price : $ 50 . 00 you save : $ 220 . 00
adobe photoshjop 7 . 0
retail price : $ 609 . 99 our low price : $ 60 . 00 you savee : $ 550 . 00
microsoft office xp professional 2002
retail price : $ 579 . 99 our low price : $ 60 . 00 you save : $ 510 . 00
adobe illustrator 10 retaial price : $ 270 . 99 our low price : $ 60 . 00 you savxe : $ 210 . 00
corel draw graphics suite 11 rertail price : $ 270 . 99 our low pricte : $ 60 . 00 you save : $ 210 . 00
delphi 7
retaidl price : $ 404 . 99 our low price : $ 60 . 00 you save : $ 335 . 00
and more ! ! !
why so cheap ?
all the software is oem - meaninug that you don ' t get the box and the manual with your software . all you will receivge is the actual software and your unique registration code .
all the softwarce is in the english language for pc . our offers are unbeatablae and we always update our prices to make sure we provide you with the bespt possible offers . hurry up and place your ordzer , because our supplies are limited .
visiht us now ! http : / / mmngii . biz / oeol 7 / ? affiliate _ id = 233763 & campaign _ id = 601
",1
"the negotiation skills company , inc . newsletter aug 2001","fighting fires without burning bridges ( sm )
the occasional newsletter of the negotiation skills
company , inc . ( tnsc )
now our website is even more accessible . if you have a
question about issues you can search the advice section
to find relevant answers . follow the link below to our
q the reverse is equally true . in
negotiation , this technique is called active listening .
the crucial element is listening closely to all the
elements of the responses to those questions , both the
questions one asks oneself and the questions asked of
other people . it is no less important to respond to
what people say by checking to make sure you ' ve
understood their points ; you may want to say , "" this is
what i understood you to have said ; is my understanding
correct ? "" you also want to indicate , "" the fact that i
understand what you have said does not necessarily mean
i agree with you . ""
clinging on to the visual indicators of independence is
a critical vital sign . the fear of loving relatives
that something bad can happen has to be balanced
against the knowledge that if you kick someone in their
self - esteem , you are attacking a most vulnerable part
of their anatomy . you cannot negotiate away a person ' s
self - esteem , but you can destroy it through frontal and
flanking attacks .
the frustration faced by folks who see loved ones
failing to take proper care of themselves is
phenomenal . very often the people who have advocated
professional care ultimately must mutter ( hopefully to
themselves ) the unsatisfying statement , "" i told you
so . ""
in your question you indicate that crisis forces
choice . perhaps the best approach is to prepare a
safety net that is ready when the crisis occurs . it
cannot prevent a crisis from happening ; and it is
crucial to make sure that a crisis is not worsened by
forcing the ' victim ' of it to lose face . but having
that safety net ready can at least reduce the force of
the fall .
relationship is one of the seven most significant
issues to consider in negotiation . focusing on the
relationship with an elderly parent or friend , not
letting decrepitude get in the way of love and caring
can make it much easier when someone ' s self - esteem is
attacked by a crisis . looking at oneself and saying ,
"" it ' s not my fault , "" is not a way of avoiding blame ,
but rather giving a loved one the freedom to make their
own mistakes - - just as they did the first time they
gave us the keys to the car .
tnsc news
the negotiation skills company ' s website ,
www . negotiationskills . com , is now getting more than 1 . 5
million ' hits ' a year - that means an average of more
than 5000 visits every day . there have been newspaper
and magazine articles about us across north america -
and we ' re now featured in translation in a web magazine
in poland .
last word
"" don ' t look back . somebody may be gaining on you . ""
baseball star satchel paige
take care ,
steve
* the negotiation skills company *
* "" fighting fires without burning bridges "" *
* phone : + 1 978 927 6775 fax : + 1 978 921 4447 *
* http : / / www . negotiationskills . com *",0
ecogas corporation and subsidiaries,"effective january 10 , 2001 , ecogas corporation , a delaware corporation , became a wholly owned subsidiary of enron ecogas holdings llc . attached is a datasheet for your review . please note that only two of its subsidiaries are still active , ecogas funding corporation and landfill ecogas , inc . the remainder of its subsidiaries , as listed below , have either been sold or dissolved :
ecovest - nelson gardens , l . l . c .
medio creek lgp , l . l . c .
bridgeton gas producers , l . l . c .
dallas landfill gas production , l . l . c .
ecogas mccommas bluff , inc .
fresh gas l . l . c .
gsf energy , l . l . c .
monteco gas , l . l . c .
tahlequah , l . p .
dade county lgp , l . l . c .
san antonio lgp , l . l . c .
please share this information with other interested parties .
note : sylvia hu - evidence to follow by hand .
kate b . cole
director , corporate services
enron corp .
tel : ( 713 ) 853 - 1624
fax : ( 713 ) 646 - 8007
email : kate . cole @ enron . com",0
be the man u use to be with via - gra,"make her cumm over and over all weekend long .
super viiagra can keep you rockk hard all weekend . with our mediclly provn product you can . . .
have an erection all weekend longfeel confident knowing you can stay hard as long as you wantmake her scream with pleasursand much mor ; e !
cli ; k to find out more
like a great journey literature can show you things you have never seen before and will never forget .
now the town of canneville did not yet know the exciting news of the army and the capital .
what are you funding now ? are funding guidelines available ?
since the 1920 s - supporters of marijuana prohibition have exaggerated the drug ' s dangers .
what are you funding now ? are funding guidelines available ?
like a great journey literature can show you things you have never seen before and will never forget .
",1
start date : 12 / 20 / 01 ; hourahead hour : 22 ;,"start date : 12 / 20 / 01 ; hourahead hour : 22 ; no ancillary schedules awarded . no variances detected .
log messages :
parsing file - - > > o : \\ portland \\ westdesk \\ california scheduling \\ iso final schedules \\ 2001122022 . txt",0
credit team delivers,"louise ,
we have finished all the credit worksheets for the masters as promised for tomorrow ' s distribution to counterparties . we will distribute to you in the morning . thanks to the entire credit team for the hard work as we move towards a successful launch .
regards ,
bill",0
specia | alert to investors,"mnei - the best smal | cap stock in 2 oo 5 just keep reading the profiie
and the news of this company and you wiil see for yourseif
this stock is undiscovered stock gem - just starting to trade
mi | | ennium national events , inc . - symbo | : mnei
miilenniums current roster of event sponsors includes such names as : wm
wrigley , american express , office depot , verizon , itaiian rose , twa ,
power sports , pizza hut , coca - cola , samuel adams , ciear channel
communications , viacom , infinity broadcasting , budweiser , cox broadcasting , nbc
| ocal affiliates , brown foreman ( jack daniels ) , southern wine &
spirits , viking ovens and bergwater vineyards .
and just read the friday news . . . read the entire news below
news > > > . . millennium nationa | events enters negotiations to acquire
match point , inc . owner of the mi | | ennium internationa | tennis tournament
yes you read it right - this is serious company with some serious
business
symbo | : mnei
current price : $ o . 47
1 - 2 weeks speculative targer price : sky is the limit on this stock $ 2 - 3
is realiy possibe ( if you | ook at leve | 2 you wi | | see why )
mi | | ennium nationa | events , inc . ( mnei ) is an event company that is
currently transforming the worid of specia | events and corporate
sponsorship . the company is a fuliy integrated event promoter which owns ,
partia | | y or entirely , and / or operates a diversified network of events and
event promoters in the states of florida , new york , indiana , coiorado ,
caiifornia and washington dc .
through its diverse segments , mi | | ennium ' s footprint is expanding in
| ive entertainment , inciuding sports and music . whiie miliennium nationa |
events owns and is constantiy acquiring existing events , our upcoming
calendar includes events with img , clear channe | , sfx , the atp , nfl ,
pga , lpga , and nascar .
symbo | : mnei
current price : $ o . 47
1 - 2 weeks specuiative targer price : sky is the limit on this stock $ 2 - 3
is rea | | y possibe ( if you | ook at leve | 2 you wiil see why )
news
delray beach , fia . , jan 21 / prnewswire - firstcal | / - - mi | | ennium
nationa | events ( 0 tc pink sheets : mnei ) today announced that it has entered
into negotiations to acquire a | | or part of a working interest in match
point , inc . , the owner of the atp sanctioned event known as the
miliennium international tennis tournament .
mi | | ennium earlier became the titie sponsor of the match point , inc .
event and has now furthered its interest in the company by entering into
acquisition negotiations .
both | ocal delray beach - based companies could integrate the two
entities . "" basicaliy we ' re both from the same industry , and together i beiieve
we could be bigger and accompiish more than as stand - aione companies , ""
said robert mcailister , ceo
we ' ve had our eye on match point for almost one year now . consolidation
is the key , not only to our bottom line , but aiso to the success of
each individua | event . ""
exact terms have been not yet been announced , but miliennium sees the
match point acquisition ultimateiy being abie to bring net revenues to
mnei ' s bottom line .
mnei sees both the internationa | television audience and the ability to
attract a fortune 500 as a potential source of even greater , and as of
yet , untapped revenue . mcallister expects the dea | to be consummated in
this quarter .
the atp tournament is being heid jan . 31 - feb . 6 at the delray beach
tennis center . the draw for the 13 th annua | miilennium itc includes top
americans vince spadea , currently no . 19 in the worid , two - time itc
champion jan - michae | gambill and james blake . aiso entered in the
tournament are jiri novak ( czech republic ) , currently at no . 25 , two - time
millennium itc finaiist xavier malisse ( beigium ) and defending champion
ricardo meilo ( brazi | ) . the tournament sti | | holds two wiidcards that can
be offered to other top players in the weeks | eading up to the event .
read this | egal info
information within this email contains "" forward looking statements ""
within the meaning of section 27 a of the securities act of 1933 and
section 21 b of the securities exchange act of 1934 . any statements that
express or invoive discussions with respect to predictions , goais ,
expectations , beiiefs , pians , projections , objectives , assumptions or future
events or performance are not statements of historica | fact and may be
"" forward looking statements . "" forward looking statements are based on
expectations , estimates and projections at the time the statements are made
that involve a number of risks and uncertainties which couid cause
actua | results or events to differ materialiy from those presently
anticipated . forward | ooking statements in this action may be identified
through the use of words such as : "" projects "" , "" foresee "" , "" expects "" ,
"" estimates , "" "" beiieves , "" "" understands "" "" wiil , "" "" part of : "" anticipates , "" or that
by statements indicating certain actions "" may , "" "" couid , "" or "" might ""
occur . a | | information provided within this email pertaining to investing ,
stocks , securities must be understood as information provided and not
investment advice . emerging equity aiert advises ail readers and
subscribers to seek advice from a registered professiona | securities
representative before deciding to trade in stocks featured within this email .
none of the materia | within this report sha | | be construed as any kind of
investment advice . piease have in mind that the interpretation of the
witer of this newsietter about the news published by the company does
not represent the company official statement and in fact may differ from
the real meaning of what the news release meant to say . look the news
release by yourseif and judge by yourself about the detaiis in it .
in compliance with section 17 ( b ) , we disclose the holding of mnei
shares prior to the publication of this report . be aware of an inherent
conflict of interest resuiting from such holdings due to our intent to
profit from the | iquidation of these shares . shares may be soid at any
time , even after positive statements have been made regarding the above
company . since we own shares , there is an inherent conflict of interest in
our statements and opinions . readers of this publication are cautioned
not to piace undue reiiance on forward - looking statements , which are
based on certain assumptions and expectations involving various risks and
uncertainties , that could cause results to differ materially from those
set forth in the forward - | ooking statements .
piease be advised that nothing within this email shall constitute a
solicitation or an invitation to get position in or seil any security
mentioned herein . this newsletter is neither a registered investment
advisor nor affiliated with any broker or dealer . this newsietter was paid
$ 5260 o from third party to send this report . all statements made are our
express opinion only and shouid be treated as such . we may own , take
position and se | | any securities mentioned at any time . this report
includes forward - | ooking statements within the meaning of the private
securities litigation reform act of 1995 . these statements may inciude terms
as "" expect "" , "" believe "" , "" may "" , "" will "" , "" move "" , "" undervaiued "" and
"" intend "" or similar terms .
if you wish to stop future mailings , or if you feel you have been
wrongfu | | y piaced in our | i s t , piease gohere
( - stoxo 007 @ yahoo . com - )",1
new pnr points on transwestern,"per request from marketing i have established the following new park and ride points for transwestern pipeline . these points have been added to the pnr template in cbs , and therefore will be available with all other park and ride points on pnr contracts .
poi name pnr swgas mohave
poi # 78149
drn # 295115
station n / a
location sec 17 , tl 8 n , r 21 w , mohave az
effective 4 / 18 / 01
related to physical poi 78003 tw / sgtc mohave delivery
_ _ _ _ _ _ _ _
poi name pnr citizens griffith
poi # 78150
drn # 295116
station n / a
location sec 19 , t 20 n , rl 7 w , mohave az
effective 4 / 18 / 01
related to physical poi 78069 citizens griffith energy delivery
_ _ _ _ _ _ _ _ _ _ _ _ _
poi name pnr calpine southpoint
poi # 78151
drn # 295117
station n / a
location sec 9 , tl 7 n , r 21 w , mohave az
effective 4 / 18 / 01
related to physical poi 78003 calpine so point power delivery",0
pseg ' s nyc transmission plans,"just in case you missed the article regarding pseg ' s plans to build new transmission line into nyc . see the link below .
don
",0
brutal family sex !,"these young daughters have never thought of anything like this before .
but they shouldn ' t have cause daddies have already decided everything for them .
click here for free tour
remove your email",1
wellhead desk - new headcount,"this week , the wellhead desk has done more than 150 deals . we need to discuss adding a headcount ( maybe 2 ) , as originally we were just integrating the book with the daily business . at the current pace , this is no longer an option . bob , will this require an additional headcount for logistics as well ? and , who needs to sign off on this on the commercial side ?
thanks for your help ,
jg",0
fedex field - redskins 2001 football season,"memorandum
to : the executive committee
from : linda l . robertson
date : july 23 , 2001
re : washington redskins
we want to inform you that the enron washington office has a suite at fedex field , home of the washington redskins , for the 2001 football season .
we would like to know if you would be interested in attending any of the following washington redskins games . also , the suite will be available for the october 6 , 2001 navy vs . air force . please contact carolyn cooney via email or at ( 202 ) 466 - 9146 as soon as possible of your interest .
if you have any questions please feel free to contact me .
linda robertson
( 202 ) 466 - 9159
washington redskins 2001 season
pre - season
game date , versus : , time / result
8 / 17 / 2001 , vs . atlanta , 8 : 00 pm est
8 / 24 / 2001 , vs . cleveland , 8 : 00 pm est
regular season
game date , versus : , time / result
9 / 16 / 2001 , vs . arizona , 1 : 00 pm est
9 / 30 / 2001 , vs . kansas city , 1 : 00 pm est
10 / 21 / 2001 , vs . carolina , 1 : 00 pm est
10 / 28 / 2001 , vs . new york giants , 8 : 30 pm est
11 / 4 / 2001 , vs . seattle , 4 : 15 pm est
12 / 2 / 2001 , vs . dallas , 4 : 15 pm est
12 / 16 / 2001 , vs . philadelphia , 1 : 00 pm est
12 / 23 / 2001 , vs . chicago , 1 : 00 pm est",0
re : mscf speaker series,"pierre - philippe ,
the time of the presentation , 11 : 30 is fine with me .
i shall arrive thu evening and i shall get to the hotel by cab . thanks
for your kind offer to meet me at the airport but i shall be arriving at late
hour
and don ' t want to inconvenience you . kevin kindall from enron will come with
me .
i shall also need a projector for my m / s power point presentation on
"" volatility in the us power markets "" .
i shall be very glad to meet with duane .
vince
"" pierre - philippe ste - marie "" on 10 / 30 / 2000 08 : 47 : 17 pm
to :
cc :
subject : re : mscf speaker series
dear mr . kaminski ,
the presentation is scheduled on friday the 3 rd at 11 . 30 so that new york
students can attend .
would you like me to get you at the airport ?
if you want i can also organize a short meeting with professor seppi which
is very interested in energy derivatives .
my goal is to make your trip to pittsburgh as pleasant as possible .
therefore if there is anything i can do to help ( i am sounding a little
repetitive . . . i know ) let me know .
sincerely ,
pierre - philippe ste - marie
http : / / pstemarie . homestead . com",0
seminar mugs,"vince :
our pr staff has put together a great design for the finance seminar
mugs . we need to get a clean copy of the enron logo , if possible . the
design is in adobe pagemaker if your people can find a logo that can be
pulled into that format . they can send it directly to me and i will make
sure it gets to the right place .
thanks so much .
bbo",0
calpine daily gas nomination,">
ricky a . archer
fuel supply
700 louisiana , suite 2700
houston , texas 77002
713 - 830 - 8659 direct
713 - 830 - 8722 fax
- calpine daily gas nomination 1 . doc",0
"less expensive charset = iso - 8859 - 7 "" >","paliourg ,
simple ~ private ~ secure
paliourg dont need savings . .
b ~ ze international i ~ mports inc , n orth fron t st . # 1831 , beliz e cit y , beli z e
",1
request submitted : access request for rakesh . bharati @ enron . com,"you have received this email because you are listed as an alternate data
approver . please click
approval to review and act upon this request .
request id : 000000000013287
approver : stinson . gibner @ enron . com
request create date : 1 / 10 / 01 5 : 57 : 18 pm
requested for : rakesh . bharati @ enron . com
resource name : \\ \\ enehou \\ houston \\ common \\ research - [ read / write ]
resource type : directory",0
enron ' s secrets revealed !,"this is kind of weird and flattering , but it makes me wonder how they got this info and if we care .
chris calger
503 - 464 - 3735
- - - - - original message - - - - -
from : clark , ed
sent : wednesday , october 03 , 2001 3 : 20 pm
to : calger , christopher f .
subject : fw : enron ' s secrets revealed !
for your info . , in the slight chance you are not already aware of this .
- - - - - original message - - - - -
from : the power marketing association [ mailto : pma - marketplace @ mgfairfax . rr . com ]
sent : tuesday , october 02 , 2001 1 : 09 pm
subject : enron ' s secrets revealed !
how has enron managed to achieve such success while other energy firms have struggled to deal with the changing market landscape ?
global change associates is pleased to announce the publication of a new corporate profile entitled , "" enron 2001 : an inside view "" . this objective study takes an insider ? s look at enron , specifically , how the firm operates and the keys to its success . much of the information provided comes from first hand accounts and covers areas such as :
. . . the firm ? s structure and operations
. . . the recruitment and training of new employees
. . . how enron empowers and compensates its employees
. . . the keys to structuring enron type "" risk free "" transactions
. . . how to negotiate with enron
. . . why enron occasionally forgives counterparty obligations
. . . is the enron model right for your organization ?
enron 2001 : an inside view is a unique publication . it provides valuable insight into the firm ? s operations and analyzes its successes and failures . for those firms dealing directly with enron , or thinking about adopting some of enron ? s business practices , it is an invaluable , must have tool .
this innovative study is available for purchase at $ 995 . 00 .
for a detailed table of contents and executive summary please download :
to be removed from this distribution list , please reply with the word remove in the subject line .",0
lng meeting,"bjorn :
the lng meeting will be held tomorrow the 17 th of may at 11 : 00 pm
houston time . the phone number for the conference room is :
713 / 853 - 3135
thanks !
shirley",0
mg : mo / bo functional groups and reporting lines,"do you want me to ask tim to put you into the reporting frame work as well -
level with the european office of the chair ?
- - - - - - - - - - - - - - - - - - - - - - forwarded by shona wilson / na / enron on 09 / 01 / 2000 01 : 57
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
tim poullain - patterson @ ect
08 / 31 / 2000 10 : 13 am
to : richard sage / lon / ect @ ect , fernley dyson / lon / ect @ ect , beth
apollo / lon / ect @ ect , shona wilson / na / enron @ enron , tiong hock lim / sin / ect @ ect ,
jan - erland bekeng / ap / enron @ enron , heidi
mason / enron _ development @ enron _ development , eric gadd / lon / ect @ ect , stephen
wood / lon / ect @ ect , michael heap / lon / ect @ ect , claire wright / lon / ect @ ect , james
new / lon / ect @ ect , gail hill / lon / ect @ ect , ian sloman / lon / ect @ ect , raewyn
perkins / lon / ect @ ect , stephanie taylor / lon / ect @ ect , dennis cracknell / the metal
& commodity co ltd / mgltd @ mgltd , esther demetz / lon / ect @ ect , clive
hutchings / the metal & commodity co ltd / mgltd @ mgltd , nigel
grace / mgltd _ london / mgltd @ mgltd , david m mortimer / mgltd _ london / mgltd @ mgltd ,
michael farmer / the metal & commodity co ltd / mgltd @ mgltd , michael j
hutchinson / mgltd _ london / mgltd @ mgltd , david p tregar / mgltd _ london / mgltd @ mgltd ,
john lunzer / the metal & commodity co ltd / mgltd @ mgltd , naomi
connell / lon / ect @ ect
cc : mike jordan / lon / ect @ ect , howard carter / the metal & commodity co
ltd / mgltd @ mgltd , kevin rhodes / mgltd _ london / mgltd @ mgltd , andrew
cornfield / lon / ect @ ect
subject : mg : mo / bo functional groups and reporting lines
please find attached a workbook comprising two worksheets . these worksheets
illustrate how support for the london based mg businesses - financial trading
and merchanting - plug in to the enron europe framework .
org
this sheet illustrates the main reporting lines for the front , middle and
back office ( s ) up to the "" office of the chair "" for enron europe . though the
mechanting business is used for illustrative purposes , for financial trading
simply substitute mike farmer and howard carter with michael hutchinson and
kevin rhodes respectively .
staff
this sheet simply attaches names to each of the middle and back office
functional groups indicated in the sheet entitled org . staff within the
middle office functional groups have been introduced to the dual reporting
concept whereby they report to both the business controller and functional
lead .
the intention is that quite soon after moving into enron house the functional
teams for both financial trading and mechanting will start to more closely
together . the influence of the functional leads should ensure that these
teams are blended into a generic enron metals support group , where possible
leveraging across the other trading support groups .
any questions , please call x 34264 .
regards ,
tim",0
"enron / hpl actuals for july 18 , 2000","teco tap 10 . 000 / enron ; 65 . 000 / iferc
ls hpl lsk ic 30 . 000 / enron",0
fw : ews a & a prc reps,"fyi .
do you still want me to call the names on the list , or shall we just send billy a list of who we ideally would like ?
david
- - - - - original message - - - - -
from : lemmons , billy
sent : monday , march 26 , 2001 11 : 02 am
to : oxley , david
subject : re : ews a & a prc reps
i agree , let ' s just talk about it tomorrow . thanks for being flexible on moving our meeting .
regards ,
billy
from : david oxley / enron @ enronxgate on 03 / 25 / 2001 06 : 13 pm
to : billy lemmons / corp / enron @ enron
cc : gina corteselli / enron @ enronxgate , robert k jones / na / enron @ enron , karen buckley / enron @ enronxgate
subject : ews a & a prc reps
billy ,
several things i am hoping to go over with you monday pm , but main thing is that ena otc is concerned that the names currently slated for the a & a prc don ' t make sense .
louise has asked me to call them and see if each are keen to do it , but main objection was the number of people from power trading being distracted at their busiest time of the year . i told louise that i was sure if we wanted to switch one or two around you wouldn ' t mind , however , i would confirm with you before suggesting alternates .
david",0
re : noms / actual vol for april 22 nd,"we agree
"" eileen ponton "" on 04 / 23 / 2001 10 : 57 : 34 am
to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa
jones / texas utilities @ tu , hpl . scheduling @ enron . com , liz . bellamy @ enron . com
cc :
subject : noms / actual vol for april 22 nd
date nom mcf mmbtu
4 / 20 25 , 000 24 , 402 25 , 061 ( flowed from 13 : 00 to 9 : 00
am - 20 hours )
4 / 21 15 , 625 15 , 829 16 , 256 ( flowed from 9 : 00 am to
24 : 00 - 15 hours )
4 / 22 25 , 500 25 , 148 25 , 827 ( flowed from 16 : 00 to 9 : 00
am - 17 hours )
btu = 1 . 027",0
cover memo redux,"let ' s try this again .
michelle",0
